pool_name,community_address,measurement_date,measurement_employee,ph,turbidity,free_chlorine,unnamed_separator_1,sunscreen_overuse,ph_pump_flow_rate,hypochlorite_pump_flow_rate,motor_pump_flow_rate,filter_diameter,number_of_filters,number_of_motors,heated_pool,community_pool,skimmer_pool,overflow_pool,outdoor_pool,oval_pool,private_pool,public_pool,rectangular_pool_0714,rectangular_pool_07,round_pool,pool_surface_area,contaminating_vegetation,pool_volume,deck_grass_area,deck_mixed_area,deck_paved_area,unnamed_separator_2,maintenance_employee,maintenance_date,ph_dosing_hours,daily_filtration_hours,ph_dosing_percentage,filter_wash_rinse_time,hypo_dosing_hours,hypo_dosing_percentage,water_temperature,unnamed_separator_3,chemical_dosing_employee,chemical_dosing_date,chemical_t500_qp,chemical_alboral_tablets_250g,chemical_flovil_tablets,chemical_hypo_carboys_20kg,chemical_hypo_gr_chloryte,chemical_hypo_granules_xaka,chemical_hypo_sticks_bayrol,chemical_hypo_tabs_ritocal,chemical_hypo_tablets_200g_qp,chemical_hypo_tablets_xaka,chemical_ph_minus_granules_6kg,chemical_ph_minus_liquid_13_5kg,chemical_ph_minus_liquid_27kg,chemical_protect_and_shine,chemical_sg_xaka_agonet_gr90,chemical_superklar
Cabo Verde (19),"Av. Jaime I El Conquistador, 5 03560 El Campello, Alicante",30-10-2023 11:41,Jesús Cristo Morán,7.3,0.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde (19),"Av. Jaime I El Conquistador, 5 03560 El Campello, Alicante",09-11-2023 13:54,Jesús Cristo Morán,7.4,0.3,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde (19),"Av. Jaime I El Conquistador, 5 03560 El Campello, Alicante",14-11-2023 12:34,Jesús Cristo Morán,7.4,0.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde (19),"Av. Jaime I El Conquistador, 5 03560 El Campello, Alicante",22-11-2023 12:46,Jesús Cristo Morán,7.5,0.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde (19),"Av. Jaime I El Conquistador, 5 03560 El Campello, Alicante",27-11-2023 12:35,Jesús Cristo Morán,7.5,0.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde (19),"Av. Jaime I El Conquistador, 5 03560 El Campello, Alicante",05-12-2023 09:48,Jesús Cristo Morán,7.5,0.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde (19),"Av. Jaime I El Conquistador, 5 03560 El Campello, Alicante",12-12-2023 13:05,Jesús Cristo Morán,7.4,0.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde (19),"Av. Jaime I El Conquistador, 5 03560 El Campello, Alicante",19-12-2023 12:21,Jesús Cristo Morán,7.4,0.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde (19),"Av. Jaime I El Conquistador, 5 03560 El Campello, Alicante",26-12-2023 12:18,Jesús Cristo Morán,7.4,0.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",02-01-2023 09:11,Carlos Martinez Moreno ,7.2,0.0,1.8,,,4.0,10.0,,,1.0,1.0,,,1.0,,,,,,1.0,,,480.0,,720.0,1.0,,,,Carlos Martinez Moreno ,05-04-2023,,,,,,,19.2,,Carlos Martinez Moreno ,02-01-2023,,0.5,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",12-01-2023 08:38,Carlos Martinez Moreno ,7.2,0.4,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,05-04-2023,,9.0,,,,,,,Carlos Martinez Moreno ,12-01-2023,,0.5,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",12-01-2023 08:38,Carlos Martinez Moreno ,7.2,0.4,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,12-04-2023,,,,,,,21.9,,Freddy Ocampo ,27-01-2023,,,,,,1.0,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",19-01-2023 12:44,Carlos Martinez Moreno ,7.2,0.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,19-04-2023,,,,,,,21.4,,Freddy Ocampo ,01-02-2023,,,,,,,,,,0.8,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",27-01-2023 10:04,Freddy Ocampo ,7.3,0.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,26-04-2023,,,,,,,23.5,,Freddy Ocampo ,08-02-2023,,,,,,,,,,0.6,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",01-02-2023 14:57,Freddy Ocampo ,7.3,0.5,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,04-05-2023,,,,,,4.0,,,Freddy Ocampo ,17-02-2023,,,,,,0.5,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",08-02-2023 13:58,Freddy Ocampo ,7.4,0.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,04-05-2023,,,,,6.0,,,,Freddy Ocampo ,24-02-2023,,,,,,,,,,0.8,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",17-02-2023 12:53,Freddy Ocampo ,7.5,0.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,04-05-2023,,,,,,,23.7,,Carlos Martinez Moreno ,27-02-2023,,,,,,,,,,0.8,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",24-02-2023 12:24,Freddy Ocampo ,7.3,0.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,02-06-2023,,,,,,,25.5,,Carlos Martinez Moreno ,07-03-2023,,,,,,,,,,,,,,,2.0,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",27-02-2023 09:19,Carlos Martinez Moreno ,7.4,0.2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,02-06-2023,,12.0,,,,,,,Carlos Martinez Moreno ,13-03-2023,,1.5,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",07-03-2023 13:50,Carlos Martinez Moreno ,7.2,0.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,05-06-2023,,,,,,,25.9,,Abel Melquiades Fernández,24-03-2023,,1.0,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",13-03-2023 13:55,Carlos Martinez Moreno ,7.3,0.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,05-06-2023,,,,,,3.5,,,Freddy Ocampo ,30-03-2023,,,,,,,,,2.0,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",24-03-2023 10:24,Abel Melquiades Fernández,7.3,0.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,07-06-2023,,,,,,,26.6,,Carlos Martinez Moreno ,05-04-2023,,2.0,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",30-03-2023 14:34,Freddy Ocampo ,7.3,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,07-06-2023,,,,,,3.0,,,Carlos Martinez Moreno ,05-04-2023,,,,,,,,,1.4,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",05-04-2023 07:51,Carlos Martinez Moreno ,7.6,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,09-06-2023,,,2.0,,,,,,Carlos Martinez Moreno ,12-04-2023,,,,,,,,,1.6,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",12-04-2023 07:39,Carlos Martinez Moreno ,7.6,0.3,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,09-06-2023,1.0,,,,,,,,Carlos Martinez Moreno ,12-04-2023,,,,,,,,,,,,13.5,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",19-04-2023 07:17,Carlos Martinez Moreno ,7.6,0.1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,09-06-2023,,,,,,,25.8,,Carlos Martinez Moreno ,12-04-2023,1.5,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",26-04-2023 08:29,Carlos Martinez Moreno ,7.6,0.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,12-06-2023,,,,,,,28.0,,Carlos Martinez Moreno ,19-04-2023,1.5,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",04-05-2023 09:01,Carlos Martinez Moreno ,7.4,0.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,12-06-2023,2.0,,,,,,,,Carlos Martinez Moreno ,19-04-2023,,,,,,,,,1.6,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",11-05-2023 07:01,Carlos Martinez Moreno ,7.6,0.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,12-06-2023,,15.0,,,,,,,Carlos Martinez Moreno ,26-04-2023,2.5,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",18-05-2023 07:14,Carlos Martinez Moreno ,7.6,0.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,12-06-2023,,,,,9.0,,,,Carlos Martinez Moreno ,11-05-2023,,,,,,,,,,,,13.5,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",24-05-2023 07:36,Carlos Martinez Moreno ,7.6,0.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,14-06-2023,,,4.0,,,,,,Carlos Martinez Moreno ,16-06-2023,,,2.0,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",02-06-2023 05:58,Carlos Martinez Moreno ,7.6,0.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,14-06-2023,,,,,12.0,,,,Carlos Martinez Moreno ,19-06-2023,,,,,,,,,,,,,,,,0.25
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",05-06-2023 06:02,Carlos Martinez Moreno ,7.3,0.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,14-06-2023,,,,,,7.0,,,Carlos Martinez Moreno ,23-06-2023,,,4.0,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",07-06-2023 05:57,Carlos Martinez Moreno ,7.4,0.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,14-06-2023,3.0,,,,,,,,Carlos Martinez Moreno ,26-06-2023,,,,,,,,,,,,,,,,0.3
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",09-06-2023 06:01,Carlos Martinez Moreno ,7.5,0.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,14-06-2023,,,,,,,26.8,,Carlos Martinez Moreno ,30-06-2023,,,4.0,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",12-06-2023 05:51,Carlos Martinez Moreno ,7.5,0.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,16-06-2023,,,10.0,,,,,,Carlos Martinez Moreno ,30-06-2023,0.5,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",14-06-2023 05:58,Carlos Martinez Moreno ,7.5,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,16-06-2023,,,,,,10.0,,,Carlos Martinez Moreno ,03-07-2023,,,,,,,,,,,,,,,,0.3
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",16-06-2023 05:57,Carlos Martinez Moreno ,7.4,0.3,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,16-06-2023,,,,,13.0,,,,Carlos Martinez Moreno ,07-07-2023,2.0,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",19-06-2023 05:53,Carlos Martinez Moreno ,7.3,0.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,16-06-2023,,,,,,,27.7,,Carlos Martinez Moreno ,07-07-2023,,,5.0,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",21-06-2023 06:07,Carlos Martinez Moreno ,7.3,0.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,19-06-2023,,,,,,,28.0,,Carlos Martinez Moreno ,10-07-2023,,,,,,,,,,,,,,,,0.5
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",23-06-2023 06:03,Carlos Martinez Moreno ,7.2,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,19-06-2023,,,,,,7.0,,,Carlos Martinez Moreno ,14-07-2023,,,4.0,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",26-06-2023 05:57,Carlos Martinez Moreno ,7.3,0.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,21-06-2023,,,,,,,28.0,,Carlos Martinez Moreno ,14-07-2023,1.5,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",28-06-2023 05:55,Carlos Martinez Moreno ,7.4,0.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,23-06-2023,,,,,16.0,,,,Carlos Martinez Moreno ,17-07-2023,,,,,,,,,,,,,,,,0.5
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",30-06-2023 05:58,Carlos Martinez Moreno ,7.5,0.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,23-06-2023,,,,,,10.0,,,Carlos Martinez Moreno ,19-07-2023,,,1.0,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",03-07-2023 05:58,Carlos Martinez Moreno ,7.3,0.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,23-06-2023,,,,,,,29.0,,Carlos Martinez Moreno ,21-07-2023,1.5,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",05-07-2023 06:00,Carlos Martinez Moreno ,7.4,0.5,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,26-06-2023,,,,,,,29.5,,Carlos Martinez Moreno ,21-07-2023,,,4.0,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",07-07-2023 05:49,Carlos Martinez Moreno ,7.4,0.3,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,26-06-2023,,,,,13.0,,,,Carlos Martinez Moreno ,24-07-2023,,,,,,,,,,,,,,,,0.3
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",10-07-2023 06:02,Carlos Martinez Moreno ,7.4,0.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,28-06-2023,,,,,,,29.3,,Carlos Martinez Moreno ,28-07-2023,,,4.0,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",12-07-2023 06:01,Carlos Martinez Moreno ,7.4,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,30-06-2023,,,,,16.0,,,,Carlos Martinez Moreno ,28-07-2023,2.0,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",14-07-2023 05:55,Carlos Martinez Moreno ,7.3,0.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,30-06-2023,,,,,,,29.5,,Carlos Martinez Moreno ,31-07-2023,,,,,,,,,,,,,,,,0.4
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",17-07-2023 05:57,Carlos Martinez Moreno ,7.4,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,03-07-2023,,,,,,,30.2,,Carlos Martinez Moreno ,04-08-2023,2.0,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",19-07-2023 05:59,Carlos Martinez Moreno ,7.4,0.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,03-07-2023,,,,,14.0,,,,Carlos Martinez Moreno ,04-08-2023,,,4.0,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",21-07-2023 05:56,Carlos Martinez Moreno ,7.2,0.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,05-07-2023,,,,,,,30.0,,Carlos Martinez Moreno ,07-08-2023,,,,,,,,,,,,,,,,0.35
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",24-07-2023 06:00,Carlos Martinez Moreno ,7.3,0.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,07-07-2023,,,,,,,30.6,,Carlos Martinez Moreno ,11-08-2023,,,4.0,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",24-07-2023 06:01,Carlos Martinez Moreno ,7.3,0.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,07-07-2023,,,,,16.0,,,,Carlos Martinez Moreno ,11-08-2023,,,,,,2.5,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",26-07-2023 06:05,Carlos Martinez Moreno ,7.4,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,10-07-2023,,,,,,,31.0,,Carlos Martinez Moreno ,11-08-2023,1.5,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",28-07-2023 05:56,Carlos Martinez Moreno ,7.4,0.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,12-07-2023,,,,,,,31.2,,Carlos Martinez Moreno ,14-08-2023,,,,,,,,,,,,,,,,0.3
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",31-07-2023 05:56,Carlos Martinez Moreno ,7.4,0.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,14-07-2023,,,,,,,31.0,,Carlos Martinez Moreno ,18-08-2023,,,,,,2.5,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",02-08-2023 05:45,Carlos Martinez Moreno ,7.4,0.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,14-07-2023,,,,,,11.0,,,Carlos Martinez Moreno ,18-08-2023,1.5,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",04-08-2023 05:51,Carlos Martinez Moreno ,7.6,0.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,17-07-2023,,,,,,,31.5,,Carlos Martinez Moreno ,18-08-2023,,,4.0,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",07-08-2023 05:57,Carlos Martinez Moreno ,7.5,0.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,19-07-2023,,,,,,12.5,,,Carlos Martinez Moreno ,25-08-2023,,,4.0,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",07-08-2023 05:57,Carlos Martinez Moreno ,7.5,0.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,19-07-2023,,,,,,,31.9,,Carlos Martinez Moreno ,25-08-2023,,,,,,1.0,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",09-08-2023 06:00,Carlos Martinez Moreno ,7.3,0.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,21-07-2023,,,,,,,31.0,,Carlos Martinez Moreno ,25-08-2023,1.5,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",11-08-2023 06:03,Carlos Martinez Moreno ,7.4,0.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,21-07-2023,,,,,17.0,,,,Carlos Martinez Moreno ,28-08-2023,,,,,,,,,,,,,,,,0.25
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",14-08-2023 06:09,Carlos Martinez Moreno ,7.3,0.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,24-07-2023,,,,,,,31.0,,Carlos Martinez Moreno ,01-09-2023,1.0,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",16-08-2023 06:01,Carlos Martinez Moreno ,7.3,0.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,24-07-2023,,,,,16.0,,,,Carlos Martinez Moreno ,05-12-2023,,,,,,,,,,,,,,,1.0,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",16-08-2023 06:04,Carlos Martinez Moreno ,7.3,0.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,26-07-2023,,,,,,,30.5,,Carlos Martinez Moreno ,12-12-2023,,,,,,,,,,,,,,,1.0,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",18-08-2023 06:00,Carlos Martinez Moreno ,7.4,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,28-07-2023,,,,,,,30.5,,Carlos Martinez Moreno ,19-12-2023,,,,,,,,,,,,,,,1.0,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",18-08-2023 06:00,Carlos Martinez Moreno ,7.4,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,31-07-2023,,,,,,,31.8,,Carlos Martinez Moreno ,26-12-2023,,,,,,,,,,,,,,,1.0,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",21-08-2023 06:09,Carlos Martinez Moreno ,7.3,0.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,02-08-2023,,,,,,,31.5,,,,,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",21-08-2023 06:11,Carlos Martinez Moreno ,7.3,0.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,02-08-2023,,,,,17.0,,,,,,,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",23-08-2023 06:06,Carlos Martinez Moreno ,7.4,0.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,04-08-2023,,,,,,15.0,,,,,,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",23-08-2023 06:06,Carlos Martinez Moreno ,7.4,0.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,07-08-2023,,,,,,11.0,,,,,,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",25-08-2023 06:01,Carlos Martinez Moreno ,7.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,07-08-2023,,,,,16.0,,,,,,,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",25-08-2023 06:01,Carlos Martinez Moreno ,7.5,0.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,07-08-2023,,,,,,,29.5,,,,,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",28-08-2023 06:28,Carlos Martinez Moreno ,7.4,0.3,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,09-08-2023,,,,,,,29.8,,,,,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",30-08-2023 06:18,Carlos Martinez Moreno ,7.2,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,09-08-2023,,,,,17.0,,,,,,,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",30-08-2023 06:18,Carlos Martinez Moreno ,7.2,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,11-08-2023,,,,,,,30.5,,,,,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",01-09-2023 06:10,Carlos Martinez Moreno ,7.3,0.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,11-08-2023,,,,,,12.5,,,,,,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",04-09-2023 06:57,Carlos Martinez Moreno ,7.5,0.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,14-08-2023,,,,,15.0,,,,,,,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",06-09-2023 07:04,Carlos Martinez Moreno ,7.2,0.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,14-08-2023,,,,,,,30.0,,,,,,,,,,,,,,,,,,,
Montecarlo I    (21),"Calle La Nasa ,2 ,Alicante, España",08-09-2023 07:04,Carlos Martinez Moreno ,7.3,0.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martinez Moreno ,16-08-2023,,,,,,,30.5,,,,,,,,,,,,,,,,,,,
